subject,number,name,description,credit_hours,crn,section,enrollment_status,type,type_code,start_time,end_time,days,room,building,instructors,
ANSC,205,World Animal Resources,"Examination of the world's animals, domesticated and wild, and their uses in various climatic, economic and cultural contexts. Exploration of their contemporary management and their future prospects. Provides background for international experiences, such as ACES 298 and ACES 299. Prerequisite: Completion of the campus Composition I general education requirement.",3 hours.,31293,D7,Open,Online Discussion,OD,18:00,18:50,R,,,"Emmert, J",
ANSC,205,World Animal Resources,"Examination of the world's animals, domesticated and wild, and their uses in various climatic, economic and cultural contexts. Exploration of their contemporary management and their future prospects. Provides background for international experiences, such as ACES 298 and ACES 299. Prerequisite: Completion of the campus Composition I general education requirement.",3 hours.,31293,D8,Open,Online Discussion,OD,19:00,19:50,R,,,"Emmert, J",
ANSC,205,World Animal Resources,"Examination of the world's animals, domesticated and wild, and their uses in various climatic, economic and cultural contexts. Exploration of their contemporary management and their future prospects. Provides background for international experiences, such as ACES 298 and ACES 299. Prerequisite: Completion of the campus Composition I general education requirement.",3 hours.,31298,D9,Closed,Online Discussion,OD,11:00,11:50,F,,,"Emmert, J",
ANSC,206,Horse Management,"Focus on the principles of managing horses from birth through breeding; topics include reproductive physiology, breeding management, nutrition, diseases, parasites, herd health programs, genetics, facility design and exercise physiology.",3 hours.,31298,,Open,Laboratory,LAB,12:30,13:50,R,ARR,South Farms,"Kline, K",
ANSC,206,Horse Management,"Focus on the principles of managing horses from birth through breeding; topics include reproductive physiology, breeding management, nutrition, diseases, parasites, herd health programs, genetics, facility design and exercise physiology.",3 hours.,31294,,Open,Lecture-Discussion,LCD,12:30,13:50,T,166,Bevier Hall,"Kline, K",
ANSC,207,The Science of Pets and How to Care for Them,"An introduction to companion animal biology through consideration of the physical structure, nutrition, behavior, and reproduction of animal species most commonly kept as companions. The basic information is applied to discussion of basic preventive health care. Course content is largely focused on cats and dogs, although other mammals, birds and reptiles will be briefly considered. Legal and economic issues, and ethical considerations associated with companion animals are also incorporated into the course discussion. Credit is not given for both ANSC 207 and ANSC 307.",3 hours.,31294,AN1,Open,Online,ONL,12:00,12:50,R,,,"Fischer-Brown, A;Sparks, A",
ANSC,207,The Science of Pets and How to Care for Them,"An introduction to companion animal biology through consideration of the physical structure, nutrition, behavior, and reproduction of animal species most commonly kept as companions. The basic information is applied to discussion of basic preventive health care. Course content is largely focused on cats and dogs, although other mammals, birds and reptiles will be briefly considered. Legal and economic issues, and ethical considerations associated with companion animals are also incorporated into the course discussion. Credit is not given for both ANSC 207 and ANSC 307.",3 hours.,31296,AN2,Open,Online,ONL,13:00,13:50,R,,,"Fischer-Brown, A;Sparks, A",
ANSC,207,The Science of Pets and How to Care for Them,"An introduction to companion animal biology through consideration of the physical structure, nutrition, behavior, and reproduction of animal species most commonly kept as companions. The basic information is applied to discussion of basic preventive health care. Course content is largely focused on cats and dogs, although other mammals, birds and reptiles will be briefly considered. Legal and economic issues, and ethical considerations associated with companion animals are also incorporated into the course discussion. Credit is not given for both ANSC 207 and ANSC 307.",3 hours.,31296,AN4,Open,Online,ONL,15:00,15:50,R,,,"Fischer-Brown, A;Frey, K",
ANSC,207,The Science of Pets and How to Care for Them,"An introduction to companion animal biology through consideration of the physical structure, nutrition, behavior, and reproduction of animal species most commonly kept as companions. The basic information is applied to discussion of basic preventive health care. Course content is largely focused on cats and dogs, although other mammals, birds and reptiles will be briefly considered. Legal and economic issues, and ethical considerations associated with companion animals are also incorporated into the course discussion. Credit is not given for both ANSC 207 and ANSC 307.",3 hours.,72384,AN6,Open,Online,ONL,11:00,11:50,R,,,"Fischer-Brown, A;Frey, K",
ANSC,207,The Science of Pets and How to Care for Them,"An introduction to companion animal biology through consideration of the physical structure, nutrition, behavior, and reproduction of animal species most commonly kept as companions. The basic information is applied to discussion of basic preventive health care. Course content is largely focused on cats and dogs, although other mammals, birds and reptiles will be briefly considered. Legal and economic issues, and ethical considerations associated with companion animals are also incorporated into the course discussion. Credit is not given for both ANSC 207 and ANSC 307.",3 hours.,72384,BN1,Open,Online,ONL,13:00,13:50,W,,,"Fischer-Brown, A;Ramp, G",
ANSC,207,The Science of Pets and How to Care for Them,"An introduction to companion animal biology through consideration of the physical structure, nutrition, behavior, and reproduction of animal species most commonly kept as companions. The basic information is applied to discussion of basic preventive health care. Course content is largely focused on cats and dogs, although other mammals, birds and reptiles will be briefly considered. Legal and economic issues, and ethical considerations associated with companion animals are also incorporated into the course discussion. Credit is not given for both ANSC 207 and ANSC 307.",3 hours.,31300,BN2,Open,Online,ONL,14:00,14:50,W,,,"Fischer-Brown, A;Ramp, G",
ANSC,207,The Science of Pets and How to Care for Them,"An introduction to companion animal biology through consideration of the physical structure, nutrition, behavior, and reproduction of animal species most commonly kept as companions. The basic information is applied to discussion of basic preventive health care. Course content is largely focused on cats and dogs, although other mammals, birds and reptiles will be briefly considered. Legal and economic issues, and ethical considerations associated with companion animals are also incorporated into the course discussion. Credit is not given for both ANSC 207 and ANSC 307.",3 hours.,74662,BN3,Open,Online,ONL,15:00,15:50,W,,,"Fischer-Brown, A;Hadden, L",
ANSC,207,The Science of Pets and How to Care for Them,"An introduction to companion animal biology through consideration of the physical structure, nutrition, behavior, and reproduction of animal species most commonly kept as companions. The basic information is applied to discussion of basic preventive health care. Course content is largely focused on cats and dogs, although other mammals, birds and reptiles will be briefly considered. Legal and economic issues, and ethical considerations associated with companion animals are also incorporated into the course discussion. Credit is not given for both ANSC 207 and ANSC 307.",3 hours.,29835,LN1,Open (Restricted),Online,E1,ARRANGED,,,,,"Fischer-Brown, A",
ANSC,210,Grilling and BBQ Science,"This course will focus on food preparation and safety, product quality, correct cooking methods, endpoint temperatures, and other general grilling-related topics. The objective is to expand student knowledge on how to utilize different cuts of meat and other products to produce meals. Students will work in groups to prepare a dish with a specific product assigned to them and present their results to the class. Grills and cooking equipment will be provided. Additional fees may apply. See Class Schedule.",2 hours.,29835,AB1,Closed,Laboratory,LAB,9:00,12:00,R,120,Meat Science Laboratory,"Harsh, B;Klehm, B",
ANSC,210,Grilling and BBQ Science,"This course will focus on food preparation and safety, product quality, correct cooking methods, endpoint temperatures, and other general grilling-related topics. The objective is to expand student knowledge on how to utilize different cuts of meat and other products to produce meals. Students will work in groups to prepare a dish with a specific product assigned to them and present their results to the class. Grills and cooking equipment will be provided. Additional fees may apply. See Class Schedule.",2 hours.,29841,AB2,Open,Laboratory,LAB,9:00,12:00,F,120,Meat Science Laboratory,"Harsh, B;Klehm, B",
ANSC,210,Grilling and BBQ Science,"This course will focus on food preparation and safety, product quality, correct cooking methods, endpoint temperatures, and other general grilling-related topics. The objective is to expand student knowledge on how to utilize different cuts of meat and other products to produce meals. Students will work in groups to prepare a dish with a specific product assigned to them and present their results to the class. Grills and cooking equipment will be provided. Additional fees may apply. See Class Schedule.",2 hours.,40336,AB3,Open,Laboratory,LAB,10:00,13:00,W,120,Meat Science Laboratory,"Harsh, B;Klehm, B",
ANSC,210,Grilling and BBQ Science,"This course will focus on food preparation and safety, product quality, correct cooking methods, endpoint temperatures, and other general grilling-related topics. The objective is to expand student knowledge on how to utilize different cuts of meat and other products to produce meals. Students will work in groups to prepare a dish with a specific product assigned to them and present their results to the class. Grills and cooking equipment will be provided. Additional fees may apply. See Class Schedule.",2 hours.,10232,OL1,Open,Online Lecture,OLC,ARRANGED,,,,,"Harsh, B;Klehm, B",
ANSC,215,Introduction to Animal Evaluation,"The objective of each section is to train students on industry evaluation techniques of animals and/or their by-products. Additionally, students will examine different industry production styles, selection for improvements, and end product marketability. This course is divided into sections that focus on evaluation of animals or animal by-products (meat or dairy) and will develop skills of basic evaluation associated with each section. Travel to production facilities may occur based on the section. May be repeated in separate semesters, if topics vary to a maximum of 6 credit hours. For Animal Science majors, only one instance (2 credit hours) taken in this course will count as an Applied Science credit towards their degree requirements. Prerequisite: Restricted to sophomore through senior standing required. Transfer students allowed. Freshman are not allowed to enroll in this course.",1 OR 2 hours.,72084,A,Open (Restricted),Laboratory,LAB,15:00,16:50,R,120,Meat Science Laboratory,"Klehm, B",
ANSC,215,Introduction to Animal Evaluation,"The objective of each section is to train students on industry evaluation techniques of animals and/or their by-products. Additionally, students will examine different industry production styles, selection for improvements, and end product marketability. This course is divided into sections that focus on evaluation of animals or animal by-products (meat or dairy) and will develop skills of basic evaluation associated with each section. Travel to production facilities may occur based on the section. May be repeated in separate semesters, if topics vary to a maximum of 6 credit hours. For Animal Science majors, only one instance (2 credit hours) taken in this course will count as an Applied Science credit towards their degree requirements. Prerequisite: Restricted to sophomore through senior standing required. Transfer students allowed. Freshman are not allowed to enroll in this course.",1 OR 2 hours.,75951,A,Open (Restricted),Lecture,LEC,15:00,15:50,T,120,Meat Science Laboratory,"Klehm, B",
ANSC,215,Introduction to Animal Evaluation,"The objective of each section is to train students on industry evaluation techniques of animals and/or their by-products. Additionally, students will examine different industry production styles, selection for improvements, and end product marketability. This course is divided into sections that focus on evaluation of animals or animal by-products (meat or dairy) and will develop skills of basic evaluation associated with each section. Travel to production facilities may occur based on the section. May be repeated in separate semesters, if topics vary to a maximum of 6 credit hours. For Animal Science majors, only one instance (2 credit hours) taken in this course will count as an Applied Science credit towards their degree requirements. Prerequisite: Restricted to sophomore through senior standing required. Transfer students allowed. Freshman are not allowed to enroll in this course.",1 OR 2 hours.,75960,B,Open (Restricted),Laboratory,LAB,15:00,16:50,R,111,Stock Pavilion,"Rincker, L",
ANSC,215,Introduction to Animal Evaluation,"The objective of each section is to train students on industry evaluation techniques of animals and/or their by-products. Additionally, students will examine different industry production styles, selection for improvements, and end product marketability. This course is divided into sections that focus on evaluation of animals or animal by-products (meat or dairy) and will develop skills of basic evaluation associated with each section. Travel to production facilities may occur based on the section. May be repeated in separate semesters, if topics vary to a maximum of 6 credit hours. For Animal Science majors, only one instance (2 credit hours) taken in this course will count as an Applied Science credit towards their degree requirements. Prerequisite: Restricted to sophomore through senior standing required. Transfer students allowed. Freshman are not allowed to enroll in this course.",1 OR 2 hours.,75952,B,Open (Restricted),Lecture,LEC,15:00,15:50,T,111,Stock Pavilion,"Rincker, L",
ANSC,219,Meat Technology,Student participation in the transformation of live animals through harvest and carcass fabrication into food products for human consumption; includes laboratory. Purchase of personal equipment is required.,3 hours.,75953,A,Open,Laboratory,LAB,6:00,8:50,TR,120,Meat Science Laboratory,"Harsh, B",
ANSC,219,Meat Technology,Student participation in the transformation of live animals through harvest and carcass fabrication into food products for human consumption; includes laboratory. Purchase of personal equipment is required.,3 hours.,75954,A,Open,Lecture,LEC,12:00,12:50,M,120,Meat Science Laboratory,"Harsh, B",
ANSC,221,"Cells, Metabolism and Genetics","Provides an introductory background in basic aspects of cell biology, physiology, and genetics. Topics addressed include cell structure, cell organelles, and different types of cells, protein synthesis and gene expression, chromosome structure, basic mechanisms of chromosome replication, basic principles of quantitative and population genetics, and an introduction to genomics and proteomics. Prerequisite: ANSC 100, CHEM 102 and 103 or concurrent enrollment.",3 hours.,75955,,Open,Discussion/Recitation,DIS,10:00,10:50,W,,,"Kukekova, A;McKim, D",
ANSC,221,"Cells, Metabolism and Genetics","Provides an introductory background in basic aspects of cell biology, physiology, and genetics. Topics addressed include cell structure, cell organelles, and different types of cells, protein synthesis and gene expression, chromosome structure, basic mechanisms of chromosome replication, basic principles of quantitative and population genetics, and an introduction to genomics and proteomics. Prerequisite: ANSC 100, CHEM 102 and 103 or concurrent enrollment.",3 hours.,75956,,Open,Discussion/Recitation,DIS,11:00,11:50,W,,,"Kukekova, A;McKim, D",
ANSC,221,"Cells, Metabolism and Genetics","Provides an introductory background in basic aspects of cell biology, physiology, and genetics. Topics addressed include cell structure, cell organelles, and different types of cells, protein synthesis and gene expression, chromosome structure, basic mechanisms of chromosome replication, basic principles of quantitative and population genetics, and an introduction to genomics and proteomics. Prerequisite: ANSC 100, CHEM 102 and 103 or concurrent enrollment.",3 hours.,75957,A,Open,Online Lecture,OLC,ARRANGED,,,,,,
ANSC,222,Anatomy and Physiology,"Provides an introductory background in basic and fundamental principles of animal anatomy and physiology. The major organ systems (muscle, skeletal, neural, endocrine, cardiovascular, respiratory, and renal) will be presented with an emphasis on comparative anatomy, integrated function, and specific homeostatic mechanisms. Prerequisite: ANSC 100.",3 hours.,75958,,Open,Discussion/Recitation,DIS,10:00,10:50,M,,,"Antonson, A;Dean, M;Wheeler, M",
ANSC,222,Anatomy and Physiology,"Provides an introductory background in basic and fundamental principles of animal anatomy and physiology. The major organ systems (muscle, skeletal, neural, endocrine, cardiovascular, respiratory, and renal) will be presented with an emphasis on comparative anatomy, integrated function, and specific homeostatic mechanisms. Prerequisite: ANSC 100.",3 hours.,75959,,Open,Discussion/Recitation,DIS,11:00,11:50,M,,,"Antonson, A;Dean, M;Wheeler, M",
ANSC,222,Anatomy and Physiology,"Provides an introductory background in basic and fundamental principles of animal anatomy and physiology. The major organ systems (muscle, skeletal, neural, endocrine, cardiovascular, respiratory, and renal) will be presented with an emphasis on comparative anatomy, integrated function, and specific homeostatic mechanisms. Prerequisite: ANSC 100.",3 hours.,29863,A,Open,Online Lecture,OLC,ARRANGED,,,,,"Antonson, A;Dean, M;Wheeler, M",
ANSC,250,Companion Animals in Society,"Explores the current and historical functions and influences of companion animals in American society. Topics include the evolution of animal protection, the use of assistance and service animals, and the growth of the pet supply industry. Controversial issues which are of current concern to society will also be examined.",3 hours.,29863,A,Open,Online,ONL,ARRANGED,,,,,"Richardson, S",
ANSC,250,Companion Animals in Society,"Explores the current and historical functions and influences of companion animals in American society. Topics include the evolution of animal protection, the use of assistance and service animals, and the growth of the pet supply industry. Controversial issues which are of current concern to society will also be examined.",3 hours.,51564,B,Open,Online,ONL,12:30,13:50,R,,,"Richardson, S",
ANSC,251,Epidemics and Infectious Diseases,"Introduces students to the major past and present causes of plague in humans as well as agricultural and companion animals. Smallpox, yellow fever, bubonic plague, polio, SARS, AIDS, West Nile encephalitis, Zika, PRRS, PEDV, foot and mouth disease, bovine spongiform encephalopathy, and others will be discussed. The characteristics of each disease, including, mode of transmission, symptoms, duration of illness, and mortality rates will be presented. History and probability of recurrence will also be explored. Prerequisite: Some knowledge in anatomy and physiology may be helpful.",3 hours.,51565,A,Open,Lecture-Discussion,LCD,10:00,10:50,MWF,132,Bevier Hall,"Steelman, A",
ANSC,255,Animal Ethics,"This online course explores ethical issues raised by human use of animals. Students will be asked to apply philosophical perspectives to historical and current animal issues such as raising animals for food production, the keeping of pets, management and use of wild animals, use of animals in research, animal breeding and biotechnology, and animal control.",3 hours.,56248,DS,Open,Online Lecture,OLC,ARRANGED,,,,,"Shike, D",
ANSC,255,Animal Ethics,"This online course explores ethical issues raised by human use of animals. Students will be asked to apply philosophical perspectives to historical and current animal issues such as raising animals for food production, the keeping of pets, management and use of wild animals, use of animals in research, animal breeding and biotechnology, and animal control.",3 hours.,56258,DS1,Open,Discussion/Recitation,DIS,14:00,14:50,R,292,Animal Sciences Laboratory,"Shike, D",
ANSC,255,Animal Ethics,"This online course explores ethical issues raised by human use of animals. Students will be asked to apply philosophical perspectives to historical and current animal issues such as raising animals for food production, the keeping of pets, management and use of wild animals, use of animals in research, animal breeding and biotechnology, and animal control.",3 hours.,71999,DS2,Open,Online Discussion,OD,14:00,14:50,W,,,"Shike, D",
ANSC,256,Horse's Role in Human History,"Provides an understanding of the crucial roles that horses have played in the development and expansion of human civilization, including how the role of the horse in culture and society has changed throughout history. Topics addressed include an understanding of the evolution and domestication of horses, use of horses for transportation, sport, warfare and power, and the impact of horses on societal issues facing the world today.",3 hours.,72000,,Open,Online,ONL,ARRANGED,,,,,"Hagstrom, D",
ANSC,298,Undergraduate Seminar,"Presentations and discussion of employment opportunities, departmental research activities, and topics relevant to animal agriculture. Prerequisite: Sophomore standing.",1 hours.,72001,,Open (Restricted),Lecture-Discussion,LCD,15:00,15:50,R,292,Animal Sciences Laboratory,"Jones-Hamlow, K",
ANSC,305,Human Animal Interactions,Animals play a significant role in our society and in the lives of many individuals. This course explores the current and historical interactions of humans with non-human animals in our society from a multidisciplinary approach. Various cultures and historical periods will be examined when discussing these relationships with various non-human animals.,3 hours.,29867,AD1,Open,Online Discussion,OD,14:00,14:50,M,,,"Richardson, S",
ANSC,305,Human Animal Interactions,Animals play a significant role in our society and in the lives of many individuals. This course explores the current and historical interactions of humans with non-human animals in our society from a multidisciplinary approach. Various cultures and historical periods will be examined when discussing these relationships with various non-human animals.,3 hours.,75440,AD2,Closed,Online Discussion,OD,13:00,13:50,M,,,"Richardson, S",
ANSC,305,Human Animal Interactions,Animals play a significant role in our society and in the lives of many individuals. This course explores the current and historical interactions of humans with non-human animals in our society from a multidisciplinary approach. Various cultures and historical periods will be examined when discussing these relationships with various non-human animals.,3 hours.,75443,AL1,Open,Online Lecture,OLC,12:30,13:50,T,,,"Richardson, S",
ANSC,307,Companion Animal Management,"This course provides an advanced overview of companion animal biology through consideration of the physical structure, nutrition, behavior, and reproduction of animal species most commonly kept as companions. Course content is applied to discussion of best management practices and basic preventive health care. Course content is largely focused on cats and dogs, although other mammals, birds and reptiles are briefly considered. Legal and economic issues, ethical considerations, and career opportunities associated with companion animals are also incorporated into course discussion. Credit is not given for both ANSC 307 and ANSC 207.",3 hours.,76034,AN1,Open,Discussion/Recitation,DIS,11:00,12:20,TR,131,Animal Sciences Laboratory,"Fischer-Brown, A",
ANSC,309,Meat Production and Marketing,"General approach to meat utilization with emphasis on selecting, grading, cutting, and pricing meat for the retail, restaurant, and food service industry. This course includes laboratory and may use field trips to establishments to highlight course concepts.",2 hours.,75439,A,Open,Laboratory,LAB,13:00,14:50,R,120,Meat Science Laboratory,"Dilger, A",
ANSC,309,Meat Production and Marketing,"General approach to meat utilization with emphasis on selecting, grading, cutting, and pricing meat for the retail, restaurant, and food service industry. This course includes laboratory and may use field trips to establishments to highlight course concepts.",2 hours.,75816,A,Open,Lecture,LEC,13:00,13:50,T,120,Meat Science Laboratory,"Dilger, A",
ANSC,310,Meat Selection and Grading,"Study characteristics associated with the value of carcasses, primal and retail cuts from meat animals; emphasize USDA grading and specifications as well as written communication. Field trips to meat packing plants are required.",3 hours.,75816,A,Open (Restricted),Laboratory,LAB,15:00,18:20,MWF,120,Meat Science Laboratory,"Klehm, B",
ANSC,312,Advanced Livestock Evaluation,"Advanced instruction in the selection of breeding animals of beef, sheep, and swine species and in the evaluation of market animals for slaughter. This course requires visits to farms, related companies, and events to observe the latest techniques and scientific principles associated with livestock selection and evaluation. Prerequisite: ANSC 211 or consent of instructor.",3 hours.,75817,,Open,Laboratory,LAB,15:00,16:50,MWF,ARENA,Stock Pavilion,"Rincker, L;Shike, D",
ANSC,313,Horse Appraisal,Advanced course for students interested in improving their performance and conformation evaluation skills; provides exposure to the horse show industry and the career opportunities associated with this facet of the horse industry; students may compete in intercollegiate judging contests.,2 hours.,75817,,Open,Laboratory-Discussion,LBD,13:00,14:50,MW,292,Animal Sciences Laboratory,"Hagstrom, D",
ANSC,314,Adv Dairy Cattle Evaluation,"Advanced instruction in the selection of breeding dairy animals. Involves visits to farms, related companies and events to observe the latest techniques and scientific principles associated with dairy cattle selection and evaluation. Field trips for cattle judging are required. Prerequisite: ANSC 204 or consent of instructor.",2 hours.,59996,,Open,Laboratory-Discussion,LBD,ARRANGED,,,404,Animal Sciences Laboratory,"Nolan, D",
ANSC,322,Livestock Feeds and Feeding,Livestock feeds and practical feeding applications for livestock will be addressed. Feed identification and ration formulation will be strongly emphasized. One session of this class will take place at the UIUC Feed Mill. Prerequisite: ANSC 223.,3 hours.,59996,A,Open,Lecture-Discussion,LCD,9:30,10:50,TR,292,Animal Sciences Laboratory,"McCann, J",
ANSC,350,Cellular Metabolism in Animals,"Principles and regulation of cellular metabolism in animals, emphasizing energy derivation and its relationship to domestic animal and food production. Prerequisite: CHEM 104, CHEM 105, and ANSC 221 or equivalent.",3 hours.,75026,,Open,Online Lecture,OLC,9:00,9:50,MWF,,,"Ridlon, J",
ANSC,360,Technology and Management: The Basics,Overview of agricultural systems' problems and application of different tools and sensors on problem-solving and efficient systems' design.,3 hours.,75027,A,Open,Lecture-Discussion,LCD,14:00,15:30,TR,22,"ACES Lib, Info & Alum Ctr","Condotta, I",
ANSC,398,UG Experiential Learning,"Student-directed experiential learning on special topics directly pertaining to subject matter in animal sciences. Students are required to complete a Memorandum of Agreement prior to enrolling in this course. Additional fees may apply. See Class Schedule. Approved for Letter and S/U grading. May be repeated up to 5 hours per semester, up to a maximum of 12 total hours. Independent Study courses are limited to 12 hours total applying to a degree in ACES.",1 TO 5 hours.,55435,A,Open (Restricted),Research,RES,ARRANGED,,,,,"Dean, M;Emmert, J;Fischer-Brown, A;Steelman, A",
ANSC,398,UG Experiential Learning,"Student-directed experiential learning on special topics directly pertaining to subject matter in animal sciences. Students are required to complete a Memorandum of Agreement prior to enrolling in this course. Additional fees may apply. See Class Schedule. Approved for Letter and S/U grading. May be repeated up to 5 hours per semester, up to a maximum of 12 total hours. Independent Study courses are limited to 12 hours total applying to a degree in ACES.",1 TO 5 hours.,75043,B,Open (Restricted),Research,RES,ARRANGED,,,,,"McCann, J;Stein, H",
ANSC,398,UG Experiential Learning,"Student-directed experiential learning on special topics directly pertaining to subject matter in animal sciences. Students are required to complete a Memorandum of Agreement prior to enrolling in this course. Additional fees may apply. See Class Schedule. Approved for Letter and S/U grading. May be repeated up to 5 hours per semester, up to a maximum of 12 total hours. Independent Study courses are limited to 12 hours total applying to a degree in ACES.",1 TO 5 hours.,75042,C,Open (Restricted),Internship,INT,ARRANGED,,,,,"Shike, D",
ANSC,398,UG Experiential Learning,"Student-directed experiential learning on special topics directly pertaining to subject matter in animal sciences. Students are required to complete a Memorandum of Agreement prior to enrolling in this course. Additional fees may apply. See Class Schedule. Approved for Letter and S/U grading. May be repeated up to 5 hours per semester, up to a maximum of 12 total hours. Independent Study courses are limited to 12 hours total applying to a degree in ACES.",1 TO 5 hours.,55434,D,Open (Restricted),Travel,TRV,ARRANGED,,,,,"Fischer-Brown, A;Richardson, S",
ANSC,398,UG Experiential Learning,"Student-directed experiential learning on special topics directly pertaining to subject matter in animal sciences. Students are required to complete a Memorandum of Agreement prior to enrolling in this course. Additional fees may apply. See Class Schedule. Approved for Letter and S/U grading. May be repeated up to 5 hours per semester, up to a maximum of 12 total hours. Independent Study courses are limited to 12 hours total applying to a degree in ACES.",1 TO 5 hours.,53235,E,Open (Restricted),Internship,INT,ARRANGED,,,,,"Fischer-Brown, A;Kline, K;Kukekova, A;Miller, D;Richardson, S;Roca, A;Shike, D;Wheeler, M",
ANSC,398,UG Experiential Learning,"Student-directed experiential learning on special topics directly pertaining to subject matter in animal sciences. Students are required to complete a Memorandum of Agreement prior to enrolling in this course. Additional fees may apply. See Class Schedule. Approved for Letter and S/U grading. May be repeated up to 5 hours per semester, up to a maximum of 12 total hours. Independent Study courses are limited to 12 hours total applying to a degree in ACES.",1 TO 5 hours.,73939,F,Open (Restricted),Internship,INT,ARRANGED,,,,,"Dilger, R;Kline, K;McCann, J;Parsons, C;Richardson, S;Shike, D;Wheeler, M",
ANSC,398,UG Experiential Learning,"Student-directed experiential learning on special topics directly pertaining to subject matter in animal sciences. Students are required to complete a Memorandum of Agreement prior to enrolling in this course. Additional fees may apply. See Class Schedule. Approved for Letter and S/U grading. May be repeated up to 5 hours per semester, up to a maximum of 12 total hours. Independent Study courses are limited to 12 hours total applying to a degree in ACES.",1 TO 5 hours.,70556,G,Open (Restricted),Internship,INT,ARRANGED,,,,,"Fischer-Brown, A",
ANSC,398,UG Experiential Learning,"Student-directed experiential learning on special topics directly pertaining to subject matter in animal sciences. Students are required to complete a Memorandum of Agreement prior to enrolling in this course. Additional fees may apply. See Class Schedule. Approved for Letter and S/U grading. May be repeated up to 5 hours per semester, up to a maximum of 12 total hours. Independent Study courses are limited to 12 hours total applying to a degree in ACES.",1 TO 5 hours.,74441,H,Open (Restricted),Internship,INT,ARRANGED,,,,,"Richardson, S",
ANSC,398,UG Experiential Learning,"Student-directed experiential learning on special topics directly pertaining to subject matter in animal sciences. Students are required to complete a Memorandum of Agreement prior to enrolling in this course. Additional fees may apply. See Class Schedule. Approved for Letter and S/U grading. May be repeated up to 5 hours per semester, up to a maximum of 12 total hours. Independent Study courses are limited to 12 hours total applying to a degree in ACES.",1 TO 5 hours.,74625,J,Open (Restricted),Internship,INT,ARRANGED,,,,,"Fischer-Brown, A;Richardson, S;Swanson, K",
ANSC,398,UG Experiential Learning,"Student-directed experiential learning on special topics directly pertaining to subject matter in animal sciences. Students are required to complete a Memorandum of Agreement prior to enrolling in this course. Additional fees may apply. See Class Schedule. Approved for Letter and S/U grading. May be repeated up to 5 hours per semester, up to a maximum of 12 total hours. Independent Study courses are limited to 12 hours total applying to a degree in ACES.",1 TO 5 hours.,74626,M,Open (Restricted),Internship,INT,ARRANGED,,,,,"Baldes, M;Bressner, G;Fischer-Brown, A;Grott, K;Hoene, H;Mosley, J;Peterson, B;Redden, M",
ANSC,398,UG Experiential Learning,"Student-directed experiential learning on special topics directly pertaining to subject matter in animal sciences. Students are required to complete a Memorandum of Agreement prior to enrolling in this course. Additional fees may apply. See Class Schedule. Approved for Letter and S/U grading. May be repeated up to 5 hours per semester, up to a maximum of 12 total hours. Independent Study courses are limited to 12 hours total applying to a degree in ACES.",1 TO 5 hours.,73798,MBW,Open (Restricted),Research,RES,ARRANGED,,,,,"Wheeler, M",
ANSC,400,Dairy Herd Management,"The technology of modern milk production practices; application of principles in nutrition, physiology, economics, health and hygiene, waste management, and facilities design for efficient dairy herd management systems. 3 undergraduate hours. 3 graduate hours. Prerequisite: ANSC 201 or consent of instructor.",3 hours.,29886,A,Open,Lecture-Discussion,LCD,11:00,11:50,MWF,292,Animal Sciences Laboratory,"Cardoso, F",
ANSC,401,Beef Production,"The principles of the management of beef cattle enterprises. Applies science and technology to the breeding, selection, feeding, health and production of beef and beef products. Emphasizes the use of research findings in decision-making. 3 undergraduate hours. 3 graduate hours. Credit is not given for both ANSC 401 and ANSC 213. Prerequisite: ANSC 223 or equivalent.",3 hours.,72003,,Open,Lecture,LEC,11:00,11:50,MWF,131,Animal Sciences Laboratory,"Parrett, D;Shike, D",
ANSC,420,Ruminant Nutrition,"Physiology and microbiology of digestion in the ruminant, and biochemical pathways of utilization of the absorbed nutrients for productive purposes. 3 undergraduate hours. 3 graduate hours. Prerequisite: ANSC 223 or equivalent.",3 hours.,72004,A,Open,Lecture,LEC,10:00,10:50,MWF,131,Animal Sciences Laboratory,"Drackley, J;Loor, J",
ANSC,422,Companion Animal Nutrition,"Digestive physiology and basic nutritional considerations of companion animals, with primary focus on dogs and cats. Topics discussed include nutritional idiosyncrasies of dogs and cats, the importance of nutrition in various physiological states, and nutrient needs during disease. Information on pet food regulations, common ingredients and formulation, manufacturing methods, and trends in the pet food industry will also be covered. Same as NUTR 422. 3 undergraduate hours. 3 graduate hours. Prerequisite: ANSC 223 or equivalent.",3 hours.,29860,,Open (Restricted),Online,ONL,ARRANGED,,,,,"Swanson, K",
ANSC,422,Companion Animal Nutrition,"Digestive physiology and basic nutritional considerations of companion animals, with primary focus on dogs and cats. Topics discussed include nutritional idiosyncrasies of dogs and cats, the importance of nutrition in various physiological states, and nutrient needs during disease. Information on pet food regulations, common ingredients and formulation, manufacturing methods, and trends in the pet food industry will also be covered. Same as NUTR 422. 3 undergraduate hours. 3 graduate hours. Prerequisite: ANSC 223 or equivalent.",3 hours.,62773,A,Closed,Discussion/Recitation,DIS,14:00,14:50,W,,,"Swanson, K",
